Index,Class,Trinket,Map,Game ID,Kills,Coins,Completed
484,Evincer,Risk-It Biscuit,Bogpit,11,0,2,1
485,Battlesmith,Echo Bolt,Bogpit,11,0,16,1
486,Evincer,Risk-It Biscuit,Bogpit,11,0,16,1
487,Ranger,Accelerator,Bogpit,11,1,15,1
488,Battlesmith,Echo Bolt,Bogpit,11,3,56,1
489,Stargazer,Smoke Screen,Bogpit,11,2,13,1
490,Battlesmith,Vigor Flask,Bogpit,11,3,34,1
491,Evincer,Risk-It Biscuit,Bogpit,11,0,10,1
492,Ranger,Accelerator,Bogpit,11,0,2,1
493,Battlesmith,Risk-It Biscuit,Bogpit,11,1,39,1
494,Stargazer,Smoke Screen,Bogpit,11,2,44,1
495,Evincer,Risk-It Biscuit,Bogpit,11,0,6,1
496,Evincer,Risk-It Biscuit,Bogpit,11,0,0,1
497,Battlesmith,Vigor Flask,Bogpit,11,2,43,1
498,Evincer,Risk-It Biscuit,Bogpit,11,0,8,1
499,Battlesmith,Echo Bolt,Bogpit,11,0,2,1
500,Battlesmith,Risk-It Biscuit,Bogpit,11,0,4,1
501,Evincer,Risk-It Biscuit,Bogpit,11,2,45,1
502,Battlesmith,Echo Bolt,Bogpit,11,1,25,1
503,Champion,Lava Cake,Bogpit,11,1,41,1
504,Battlesmith,Vigor Flask,Bogpit,11,1,43,1
505,Stargazer,Smoke Screen,Bogpit,11,3,72,0
506,Battlesmith,Echo Bolt,Bogpit,11,0,15,1
507,Evincer,Risk-It Biscuit,Bogpit,11,1,17,0
508,Champion,Lava Cake,Bogpit,11,0,4,1
509,Champion,Lava Cake,Bogpit,11,0,2,0
510,Dancer,Nox Bomb,Bogpit,11,0,2,0
511,Evincer,Risk-It Biscuit,Dustworks,12,3,41,1
512,Griefer,Echo Bolt,Dustworks,12,0,10,1
513,Stargazer,Smoke Screen,Dustworks,12,0,6,1
514,Griefer,Echo Bolt,Dustworks,12,0,10,1
515,Griefer,Lava Cake,Dustworks,12,1,6,1
516,Titan,Bandage,Dustworks,12,0,22,1
517,Titan,Lava Cake,Dustworks,12,3,26,1
518,Griefer,Accelerator,Dustworks,12,0,2,1
519,Evincer,Risk-It Biscuit,Dustworks,12,1,10,1
520,Griefer,Lava Cake,Dustworks,12,0,18,1
521,Evincer,Flame Trap,Dustworks,12,2,16,1
522,Titan,Bandage,Dustworks,12,1,12,1
523,Cloudbreaker,Lava Cake,Dustworks,12,1,17,1
524,Evincer,Risk-It Biscuit,Dustworks,12,0,0,1
525,Griefer,Lava Cake,Dustworks,12,2,12,1
526,Evincer,Risk-It Biscuit,Dustworks,12,0,5,1
527,Alchemist,Bandage,Dustworks,12,2,28,1
528,Titan,Bandage,Dustworks,12,1,5,1
529,Cloudbreaker,Lava Cake,Dustworks,12,0,57,1
530,Titan,Bandage,Dustworks,12,3,92,0
531,Griefer,Lava Cake,Dustworks,12,1,11,1
532,Alchemist,Bandage,Dustworks,12,1,27,1
533,Stargazer,Smoke Screen,Dustworks,12,1,34,1
534,Cloudbreaker,Lava Cake,Dustworks,12,2,35,1
535,Stargazer,Smoke Screen,Dustworks,12,0,4,1
536,Griefer,Lava Cake,Dustworks,12,0,12,1
537,Griefer,Lava Cake,Dustworks,12,1,5,1
538,Stargazer,Smoke Screen,Dustworks,12,0,2,1
539,Griefer,Lava Cake,Dustworks,12,1,32,1
540,Stargazer,Smoke Screen,Dustworks,12,0,4,0
541,Cloudbreaker,Lava Cake,Dustworks,12,1,34,0
542,Griefer,Lava Cake,Dustworks,12,0,4,0
543,Vampire,Hedge Seed,Dustworks,12,0,0,0
544,Stargazer,Smoke Screen,Sunken,13,0,2,1
545,Artillery,Flame Trap,Sunken,13,0,4,1
546,Alchemist,Smoke Screen,Sunken,13,2,2,1
547,Griefer,Lava Cake,Sunken,13,3,25,1
548,Stargazer,Smoke Screen,Sunken,13,0,2,1
549,Dancer,Vigor Flask,Sunken,13,2,7,1
550,Artillery,Flame Trap,Sunken,13,0,0,1
551,Alchemist,Smoke Screen,Sunken,13,0,0,1
552,Stargazer,Smoke Screen,Sunken,13,0,0,1
553,Alchemist,Smoke Screen,Sunken,13,3,10,1
554,Dancer,Vigor Flask,Sunken,13,0,5,1
555,Artillery,Flame Trap,Sunken,13,1,12,1
556,Battlesmith,Echo Bolt,Sunken,13,0,11,1
557,Dancer,Vigor Flask,Sunken,13,1,7,1
558,Battlesmith,Echo Bolt,Sunken,13,1,24,1
559,Griefer,Lava Cake,Sunken,13,1,15,1
560,Dancer,Vigor Flask,Sunken,13,1,20,1
561,Vampire,Smoke Screen,Sunken,13,3,34,1
562,Hexblade,Spring Plume,Sunken,13,1,7,1
563,Battlesmith,Echo Bolt,Sunken,13,0,0,1
564,Battlesmith,Echo Bolt,Sunken,13,0,4,1
565,Griefer,Lava Cake,Sunken,13,0,12,1
566,Spectre,Flame Trap,Sunken,13,4,29,1
567,Battlesmith,Echo Bolt,Sunken,13,0,8,1
568,Dancer,Vigor Flask,Sunken,13,1,9,1
569,Champion,Lava Cake,Sunken,13,1,22,1
570,Griefer,Risk-It Biscuit,Sunken,13,0,11,1
571,Griefer,Lava Cake,Sunken,13,2,15,1
572,Dancer,Vigor Flask,Sunken,13,1,31,1
573,Cloudbreaker,Lava Cake,Sunken,13,1,9,1
574,Griefer,Risk-It Biscuit,Sunken,13,0,0,1
575,Griefer,Lava Cake,Sunken,13,5,116,0
576,Artillery,Spring Plume,Sunken,13,0,12,1
577,Cloudbreaker,Lava Cake,Sunken,13,1,14,1
578,Griefer,Lava Cake,Sunken,13,1,2,1
579,Alchemist,Flame Trap,Sunken,13,0,2,1
580,Cloudbreaker,Lava Cake,Sunken,13,0,0,1
581,Frost Knight,Accelerator,Sunken,13,1,7,1
582,Alchemist,Flame Trap,Sunken,13,1,19,1
583,Frost Knight,Accelerator,Sunken,13,2,33,0
584,Stargazer,Accelerator,Sunken,13,0,13,1
585,Dancer,Vigor Flask,Sunken,13,0,7,1
586,Alchemist,Flame Trap,Sunken,13,1,1,1
587,Dancer,Vigor Flask,Sunken,13,0,5,0
588,Stargazer,Accelerator,Sunken,13,0,0,0
589,Cloudbreaker,Bandage,Crystal,14,0,10,1
590,Griefer,Lava Cake,Crystal,14,2,12,1
591,Stargazer,Accelerator,Crystal,14,0,16,1
592,Evincer,Risk-It Biscuit,Crystal,14,0,0,1
593,Vampire,Accelerator,Crystal,14,3,25,1
594,Evincer,Risk-It Biscuit,Crystal,14,0,0,1
595,Ranger,Spring Plume,Crystal,14,0,6,1
596,Evincer,Risk-It Biscuit,Crystal,14,1,21,1
597,Dancer,Echo Bolt,Crystal,14,1,10,1
598,Dancer,Flame Trap,Crystal,14,1,0,1
599,Stargazer,Accelerator,Crystal,14,3,52,1
600,Dancer,Echo Bolt,Crystal,14,2,10,1
601,Dancer,Flame Trap,Crystal,14,1,12,1
602,Vampire,Accelerator,Crystal,14,0,2,1
603,Evincer,Risk-It Biscuit,Crystal,14,0,6,1
604,Battlesmith,Spring Plume,Crystal,14,1,6,1
605,Vampire,Accelerator,Crystal,14,1,6,1
606,Dancer,Echo Bolt,Crystal,14,2,10,1
607,Evincer,Risk-It Biscuit,Crystal,14,0,0,1
608,Artillery,Nox Bomb,Crystal,14,0,15,1
609,Evincer,Risk-It Biscuit,Crystal,14,1,25,1
610,Spectre,Vigor Flask,Crystal,14,1,12,1
611,Vampire,Accelerator,Crystal,14,0,4,1
612,Artillery,Nox Bomb,Crystal,14,3,89,0
613,Vampire,Accelerator,Crystal,14,2,41,1
614,Stargazer,Accelerator,Crystal,14,1,0,1
615,Evincer,Risk-It Biscuit,Crystal,14,1,2,1
616,Spectre,Vigor Flask,Crystal,14,3,29,1
617,Vampire,Accelerator,Crystal,14,0,25,1
618,Stargazer,Accelerator,Crystal,14,2,27,1
619,Evincer,Risk-It Biscuit,Crystal,14,0,0,1
620,Evincer,Risk-It Biscuit,Crystal,14,0,4,1
621,Evincer,Risk-It Biscuit,Crystal,14,0,5,1
622,Vampire,Accelerator,Crystal,14,1,15,1
623,Spectre,Vigor Flask,Crystal,14,2,22,1
624,Evincer,Risk-It Biscuit,Crystal,14,0,2,1
625,Vampire,Accelerator,Crystal,14,0,23,1
626,Stargazer,Accelerator,Crystal,14,1,2,0
627,Vampire,Accelerator,Crystal,14,0,0,0
628,Spectre,Vigor Flask,Crystal,14,0,0,0
629,Stargazer,Accelerator,Polaris,15,3,20,1
630,Cloudbreaker,Hedge Seed,Polaris,15,0,2,1
631,Titan,Flame Trap,Polaris,15,0,0,1
632,Skirmisher,Vigor Flask,Polaris,15,0,4,1
633,Cloudbreaker,Hedge Seed,Polaris,15,0,8,1
634,Griefer,Smoke Screen,Polaris,15,1,2,1
635,Titan,Flame Trap,Polaris,15,0,2,1
636,Skirmisher,Vigor Flask,Polaris,15,1,13,1
637,Ranger,Echo Bolt,Polaris,15,5,20,1
638,Battlesmith,Bandage,Polaris,15,0,1,1
639,Stargazer,Accelerator,Polaris,15,0,2,1
640,Titan,Flame Trap,Polaris,15,0,7,1
641,Cloudbreaker,Risk-It Biscuit,Polaris,15,3,32,1
642,Stargazer,Accelerator,Polaris,15,0,4,1
643,Skirmisher,Vigor Flask,Polaris,15,0,18,1
644,Stargazer,Accelerator,Polaris,15,0,44,1
645,Ranger,Echo Bolt,Polaris,15,4,37,1
646,Skirmisher,Vigor Flask,Polaris,15,0,2,1
647,Skirmisher,Vigor Flask,Polaris,15,0,0,1
648,Skirmisher,Vigor Flask,Polaris,15,1,35,1
649,Cloudbreaker,Risk-It Biscuit,Polaris,15,0,3,1
650,Vampire,Risk-It Biscuit,Polaris,15,1,10,1
651,Ranger,Echo Bolt,Polaris,15,0,2,1
652,Ranger,Echo Bolt,Polaris,15,3,26,1
653,Vampire,Risk-It Biscuit,Polaris,15,0,2,1
654,Skirmisher,Vigor Flask,Polaris,15,1,3,1
655,Cloudbreaker,Risk-It Biscuit,Polaris,15,3,42,1
656,Ranger,Echo Bolt,Polaris,15,0,0,1
657,Skirmisher,Vigor Flask,Polaris,15,2,49,1
658,Vampire,Risk-It Biscuit,Polaris,15,1,0,1
659,Chronomancer,Smoke Screen,Polaris,15,1,23,1
660,Vampire,Risk-It Biscuit,Polaris,15,0,0,1
661,Stargazer,Accelerator,Polaris,15,2,19,1
662,Vampire,Risk-It Biscuit,Polaris,15,1,12,1
663,Stargazer,Lava Cake,Polaris,15,0,2,1
664,Champion,Risk-It Biscuit,Polaris,15,2,51,1
665,Vampire,Risk-It Biscuit,Polaris,15,1,31,1
666,Skirmisher,Vigor Flask,Polaris,15,0,15,1
667,Alchemist,Vigor Flask,Polaris,15,3,17,1
668,Skirmisher,Vigor Flask,Polaris,15,0,16,1
669,Dancer,Risk-It Biscuit,Polaris,15,1,12,1
670,Stargazer,Accelerator,Polaris,15,0,29,1
671,Skirmisher,Vigor Flask,Polaris,15,0,19,1
672,Dancer,Risk-It Biscuit,Polaris,15,2,47,1
673,Titan,Risk-It Biscuit,Polaris,15,1,24,1
674,Evincer,Vigor Flask,Polaris,15,2,30,1
675,Skirmisher,Vigor Flask,Polaris,15,0,11,1
676,Dancer,Risk-It Biscuit,Polaris,15,0,0,1
677,Stargazer,Accelerator,Polaris,15,1,54,1
678,Titan,Risk-It Biscuit,Polaris,15,3,47,0
679,Dancer,Risk-It Biscuit,Polaris,15,0,19,1
680,Evincer,Vigor Flask,Polaris,15,1,6,1
681,Skirmisher,Vigor Flask,Polaris,15,0,11,0
682,Evincer,Nox Bomb,Polaris,15,0,6,0
683,Evincer,Vigor Flask,Polaris,15,1,10,0
684,Stargazer,Accelerator,Polaris,15,0,0,0
